Brand,Weight,SoC,CPU,GPU,RAM,Storage,Memory cards,Display,Battery,OS,Camera,SIM card,Wi-Fi,USB,Bluetooth,Positioning,priceUrl,imageUrl,name,
output/lava.txt,116g,SpreadtrumSC7731G,ARMCortex-A71200MHzCores:4,ARMMali-400MP2400MHzCores:2,512MB,8GB,microSDmicroSDHC,4inTFT480x800pixels24bit,1300mAhLi-Ion,Android5.1Lollipop,1600x1200pixels640x480pixels30fps,Mini-SIM,bgnWi-FiHotspot,2.0MicroUSB,2.1,A-GPS,,https://www.devicespecifications.com/images/model/cfe03de2/320/main.jpg,A488GB;,
output/lava.txt, , ,ARMMali-T720MP2400MHzCores:2,1GB533MHz,8GB,microSDmicroSDHC,5inIPS720x1280pixels24bit,4000mAhLi-Polymer,Android6.0Marshmallow,3264x2448pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,https://www.devicespecifications.com/en/price/0bf33d9b,https://www.devicespecifications.com/images/model/0bf33d9b/320/main.jpg,X38;,
output/lava.txt,130g,SpreadtrumSC7731G,ARMCortex-A71200MHzCores:4,ARMMali-400MP2400MHzCores:2,1GB,8GB,microSDmicroSDHC,4.5inTFT480x800pixels24bit,1750mAhLi-Ion,Android6.0Marshmallow,2592x1944pixels1280x720pixels30fps,Mini-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/d7b23d4e/320/main.jpg,A68;,
output/lava.txt, ,ARMCortex-A71300MHzCores:4,ARMMali-400MP2512MHzCores:2,1GB,8GB,microSDmicroSDHC,5inIPS720x1280pixels24bit,2350mAhLi-Polymer,Android6.0Marshmallow,3264x2448pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,https://www.devicespecifications.com/en/price/29d13d40,https://www.devicespecifications.com/images/model/29d13d40/320/main.jpg,X17;,
output/lava.txt,155g,SpreadtrumSC8830,ARMCortex-A71300MHzCores:4,ARMMali-400MP2Cores:2,2GB,8GB,microSDmicroSDHC,5.5inIPS720x1280pixels24bit,2800mAhLi-Polymer,Android5.1Lollipop,3264x2448pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/77ec3d3d/320/main.jpg,X50;,
output/lava.txt,320g,IntelAtomZ3735F,IntelBayTrail1830MHzCores:4,IntelHDGraphics646MHz,1GB1333MHz,16GB,microSDmicroSDHC,8inIPS1280x800pixels24bit,4200mAhLi-Polymer,Android4.4KitKat,2592x1944pixels, ,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/02ac3d23/320/main.jpg,X80;,
output/lava.txt, ,ARMCortex-A531300MHzCores:4,ARMMali-T720MP2600MHzCores:2,3GB640MHz,16GB,microSDmicroSDHCmicroSDXC,5inIPS720x1280pixels24bit,2700mAhLi-Polymer,StarOS3.0(Android6.0Marshmallow),4160x3120pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPSGLONASS,https://www.devicespecifications.com/en/price/c9ba3c7e,https://www.devicespecifications.com/images/model/c9ba3c7e/320/main.jpg,X81;,
output/lava.txt,146g,MediaTekMT6735,ARMCortex-A531300MHzCores:4,ARMMali-T720MP2600MHzCores:2,2GB640MHz,8GB,microSDmicroSDHC,5inIPS720x1280pixels24bit,2500mAhLi-Polymer,Android5.1Lollipop,3264x2448pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/267f3c75/320/main.jpg,X46;,
output/lava.txt,116g,MediaTekMT6580,ARMCortex-A71300MHzCores:4,ARMMali-400MP2Cores:2,512MB533MHz,4GB,microSDmicroSDHC,4inTFT480x800pixels24bit,1300mAhLi-Ion,Android5.1Lollipop,1600x1200pixels640x480pixels30fps,Mini-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0, ,https://www.devicespecifications.com/images/model/7ab33cbd/320/main.jpg,A48;,
output/lava.txt,142g,SpreadtrumSC7731G,ARMCortex-A71200MHzCores:4,ARMMali-400MP2400MHzCores:2,1GB,8GB,microSDmicroSDHC,5inTFT480x800pixels24bit,2000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps,Mini-SIMMicro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/2f9d3c5d/320/main.jpg,A82;,
output/lava.txt,280g, , ,16GB,microSDmicroSDHC,7inLCD1280x800pixels24bit,3000mAhLi-Polymer,Android5.1Lollipop,2592x1944pixels1920x1080pixels30fps,Micro-SIM,bgn,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/c1ad3c40/320/main.jpg,IvoryS4G;,
output/lava.txt,140g,SpreadtrumSC7731G,ARMCortex-A71200MHzCores:4,ARMMali-400MP2400MHzCores:2,512MB,4GB,microSDmicroSDHC,4.5inTFT480x800pixels24bit,1750mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps,Mini-SIM,bgnWi-FiHotspot,2.0MicroUSB,2.1,GPSA-GPS,,https://www.devicespecifications.com/images/model/e31a3c3f/320/main.jpg,A59;,
output/lava.txt,134g,SpreadtrumSC7731G,ARMCortex-A71200MHzCores:4,ARMMali-400MP2400MHzCores:2,1GB,8GB,microSDmicroSDHC,5.5inTFT480x800pixels24bit,2200mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps, ,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/f3213c32/320/main.jpg,A79;,
output/lava.txt,154g,SpreadtrumSC7731G,ARMCortex-A71200MHzCores:4,ARMMali-400MP2400MHzCores:2,512MB,4GB,microSDmicroSDHC,5inTFT480x800pixels24bit,2000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps,Mini-SIM,bgnWi-FiHotspot,2.0MicroUSB,2.1,GPS,,https://www.devicespecifications.com/images/model/24273bdf/320/main.jpg,A67;,
output/lava.txt,157g,SpreadtrumSC9830A,ARMCortex-A71500MHzCores:4,ARMMali-400MP2Cores:2,1GB,8GB,microSDmicroSDHC,5inIPS540x960pixels24bit,2000mAhLi-Polymer,Android5.1.1Lollipop,2592x1944pixels1920x1080pixels30fps, ,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/b9653bba/320/main.jpg,A89;,
output/lava.txt,135g,SpreadtrumSC9830A,ARMCortex-A71500MHzCores:4,ARMMali-400MP2Cores:2,1GB,8GB,microSDmicroSDHC,4.5inIPS480x854pixels24bit,1850mAhLi-Polymer,Android5.1.1Lollipop,2592x1944pixels1280x720pixels30fps, ,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/913b3bb9/320/main.jpg,A76;,
output/lava.txt,143g,SpreadtrumSC9830A,ARMCortex-A71500MHzCores:4,ARMMali-400MP2Cores:2,1GB,8GB,microSDmicroSDHC,5inIPS720x1280pixels24bit,2500mAhLi-Polymer,Android5.1.1Lollipop,2592x1944pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/64b03bb8/320/main.jpg,A72;,
output/lava.txt,155g,SpreadtrumSC7731G,ARMCortex-A71300MHzCores:4,ARMMali-400MP2400MHzCores:2,512MB,8GB,microSDmicroSDHC,5inTFT480x854pixels24bit,3000mAhLi-Ion,Android5.1Lollipop,2592x1944pixels1280x720pixels30fps, ,2.0MicroUSB,2.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/18513b0a/320/main.jpg,IrisFuelF2;,
output/lava.txt,127g,MediaTekMT6735P,ARMCortex-A531000MHzCores:4,ARMMali-T720MP2400MHzCores:2,2GB533MHz,8GB,microSDmicroSDHCmicroSDXC,5inIPS720x1280pixels24bit,2500mAhLi-Ion,Android5.1.1Lollipop,3264x2448pixels1280x720pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/564c3acb/320/main.jpg,V2s;,
output/lava.txt,143g,MediaTekMT6572,ARMCortex-A71300MHzCores:2,ARMMali-400MP1500MHzCores:1,512MB266MHz,8GB,microSDmicroSDHC,4.5inTFT480x854pixels24bit,1750mAhLi-Ion,Android5.1Lollipop,2048x1536pixels1280x720pixels30fps,Mini-SIMMicro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0, ,https://www.devicespecifications.com/images/model/69e63ac9/320/main.jpg,FlairS1;,
output/lava.txt,141g,SpreadtrumSC9830A,ARMCortex-A71500MHzCores:4,ARMMali-400MP2Cores:2,2GB,8GB,microSDmicroSDHC,5inIPS720x1280pixels24bit,2500mAhLi-Polymer,Android5.1.1Lollipop,3264x2448pixels1920x1080pixels30fps,Micro-SIM,bgnWi-FiHotspot,2.0MicroUSB,4.0,GPSA-GPS,,https://www.devicespecifications.com/images/model/a5eb3a8f/320/main.jpg,X11;,
